# command: LEAN -j1 -M2048 -DautoImplicit=false -DrelaxedAutoImplicit=false --root=PROJECT_ROOT -o .tools/20260911-low-index-lean-513dc7cc/20260911T045412652557Z/olean/research/tasks/B699-Binomial/runs/20260911-low-index-lean-513dc7cc/lean/rows/Row107B32/Block000.olean research/tasks/B699-Binomial/runs/20260911-low-index-lean-513dc7cc/lean/rows/Row107B32/Block000.lean
# cwd: PROJECT_ROOT
# started_utc: 2026-09-11T04:54:28.709322Z
# finished_utc: 2026-09-11T04:54:47.484048Z
# exit_code: 0
# timed_out: False
'B699LowIndex.LowIndexLean513dc7cc.row107' does not depend on any axioms
'B699LowIndex.LowIndexLean513dc7cc.row107_good000_checked' depends on axioms: [propext, Classical.choice, Quot.sound]
'B699LowIndex.LowIndexLean513dc7cc.row107_good001_checked' depends on axioms: [propext, Classical.choice, Quot.sound]
'B699LowIndex.LowIndexLean513dc7cc.row107_good002_checked' depends on axioms: [propext, Classical.choice, Quot.sound]
'B699LowIndex.LowIndexLean513dc7cc.row107_good003_checked' depends on axioms: [propext, Classical.choice, Quot.sound]
'B699LowIndex.LowIndexLean513dc7cc.row107_good004_checked' depends on axioms: [propext, Classical.choice, Quot.sound]
'B699LowIndex.LowIndexLean513dc7cc.row107_good005_checked' depends on axioms: [propext, Classical.choice, Quot.sound]
'B699LowIndex.LowIndexLean513dc7cc.row107_good006_checked' depends on axioms: [propext, Classical.choice, Quot.sound]
'B699LowIndex.LowIndexLean513dc7cc.row107_good007_checked' depends on axioms: [propext, Classical.choice, Quot.sound]
'B699LowIndex.LowIndexLean513dc7cc.row107_good008_checked' depends on axioms: [propext, Classical.choice, Quot.sound]
'B699LowIndex.LowIndexLean513dc7cc.row107_good009_checked' depends on axioms: [propext, Classical.choice, Quot.sound]
'B699LowIndex.LowIndexLean513dc7cc.row107_good010_checked' depends on axioms: [propext, Classical.choice, Quot.sound]
'B699LowIndex.LowIndexLean513dc7cc.row107_good011_checked' depends on axioms: [propext, Classical.choice, Quot.sound]
